ID,Name,Address,City,State,Zip_Code,Phone_Number,Web_Address
231882,Clinical Research Academy of America,"100 Menlo Park Drive, Suite 550",Edison,NJ,08837,,
142230,Clinton College,1029 Crawford Rd,Rock Hill,SC,29730,803-327-7402,www.clintonjuniorcollege.edu
162089,Clinton-Essex-Warren-Washington BOCES,"1585 Military Turnpike, P.O. Box 455",Plattsburgh,NY,12901-0455,518-561-0100,www.cves.org
103501,Clovis Adult Education,1452 David E Cook Way,Clovis,CA,93611,559-327-2800,
118392,Cloyd's Beauty School #1,603 Natchitoches Street,West Monroe,LA,71291,318-322-5314,cloydsbeautyschool.com
142249,Coker College,300 E College Ave,Hartsville,SC,29550,843-383-8000,www.coker.edu
158431,College of Biblical Studies-Houston,7000 Regency Square Blvd.,Houston,TX,77036-3211,713-785-5995,www.cbshouston.edu
124229,College of Saint Benedict,37 S College Ave,Saint Joseph,MN,56374,320-363-5011,www.csbsju.edu
106537,College of the Sequoias,915 S Mooney Blvd,Visalia,CA,93277-2214,559-730-3700,cos.edu
216490,Colorado Academy of Veterinary Technology,2766-68 Janitell Road,Colorado Springs,CO,80906,,
125189,Columbia Area Career Center,4205 South Providence Road,Columbia,MO,65203,573-214-3808,www.career-center.org
179098,Columbia Centro Universitario,PO Box 8517,Caguas,PR,00726,,www.columbiaco.edu
207458,Columbia College,8300 Merrifield Avenue 3F,Fairfax,VA,22031,703-206-0508,
103592,Columbia College Hollywood,18618 Oxnard Street,Tarzana,CA,91356,818-345-8414,www.columbiacollege.edu
163383,Columbia Gorge Community College,400 E Scenic Dr,The Dalles,OR,97058,541-298-3112,www.cgcc.cc.or.us
135355,Columbiana County Career and Technical Center,9364 St Rt 45,Lisbon,OH,44432,330-424-9561,
174507,Community Christian College,1849 N. Wabash Avenue,Redlands,CA,92374,909-794-1084,www.cccollege.edu
216481,Computer Training Academy,1258 Columbia Avenue,Riverside,CA,92507,951-276-1414,www.cta5.com
105738,Concorde Career College,"4393 Imperial Avenue, Suite 100",San Diego,CA,92113-1964,619-688-0800,www.concorde.edu
106971,Concorde Career College,12412 Victory Boulevard,North Hollywood,CA,91606-9932,818-766-8151-222,www.concorde.edu
116952,Concorde Career College,3239 Broadway,Kansas City,MO,64111,816-531-5223,www.concorde.edu
143224,Concorde Career College,"5100 Poplar Avenue, Suite 132",Memphis,TN,38137,901-761-9494,www.concorde.edu
107390,Concorde Career College - Aurora,111 N. Havana Street,Aurora,CO,80010-4314,303-861-1151,www.concorde.edu
107390,Concorde Career College - Aurora,111 N. Havana Street,Aurora,CO,80010-4314,303-861-1151,www.concorde.edu
109369,Concorde Career Institute,7960 Arlington Expressway,Jacksonville,FL,32211-7480,904-725-0525,www.concorde.edu
149930,Concordia University Wisconsin,12800 N. Lake Shore Dr.,Mequon,WI,53097-2402,262-243-5700,www.cuw.edu
231907,Coral Springs Fire Academy,4180 NW 120th Avenue,Coral Springs,FL,33065,,
210313,Cosmetic Arts Institute,1789 Hampton Street,Walterboro,SC,29488,843-549-8590,
103653,Cosumnes River College,8401 Center Pky,Sacramento,CA,95823-5799,916-688-7344,www.crc.losrios.edu/
133331,Craven Community College,800 College Ct,New Bern,NC,28562,252-638-4131,www.cravencc.edu
136640,Cuyahoga Valley Career Center,8001 Brecksville Road,Brecksville,OH,44141-1296,440-746-8228,www.cvcc.k12.oh.us
216588,Cybertex Institute of Technology,"6300 La Calma Drive, Suite 350",Austin,TX,78752,,
210322,D.A. Dorsey Educational Center,7100 N.W. 17th Avenue,Miami,FL,33147-6333,305-693-2490,http://dadorsey.dadeschools.net
228060,Dallas County Technical Center,33 Vo-Tech Drive,Louisburg,MO,65685,,
185800,Daoist Traditions College of Chinese Medical Arts,382 Montford Avenue,Asheville,NC,28801,,
185800,Daoist Traditions College of Chinese Medical Arts,382 Montford Avenue,Asheville,NC,28801,,
232751,Daymar Institute - Clarksville,2691 Trenton Road,Clarksville,TN,37040,,
207421,Defense Cyber Investigations Training Academy,911 Elkridge Landing Road,Linthicum,MD,21090,410-981-1160,www.dc3.mil
165635,Delaware College of Art and Design,600 N Market St,Wilmington,DE,19801-3007,302-622-8000,www.dcad.edu
108746,Delaware State University,1200 N. Dupont Highway,Dover,DE,19901,302-857-6060,www.desu.edu
183734,Derech Ayson Rabbinical Seminary,802 Hicksville Road,Far Rockaway,NY,11691,718-327-7600,
234483,DeVry University,3005 Highland Parkway,Downers Grove,IL,60515-5799,,
210331,Diamonds Cosmetology College,1950 North Grand,Sherman,TX,75090,903-891-0758,
120971,Diman Regional Technical Institute,251 Stonehaven Rd,Fall River,MA,02723,508-678-2891-1100,
207430,Dixie Applied Technology College,1506 South Silicon Way,St. George,UT,84770,435-652-7731,dixieatc.org
146834,Dixie State university,225 S 700 E,Saint George,UT,84770-3876,435-652-7500,www.dixie.edu
114071,Dominican University,7900 W Division St,River Forest,IL,60305,708-366-2490,www.dom.edu/
212726,Dominion College,21024 24th Avenue South,Seattle,WA,98198,,
106111,Dongguk University - Los Angeles,440 Shatto Pl,Los Angeles,CA,90020-1704,213-487-0110,www.dula.edu
155399,Downey Adult School,12340 Woodruff Ave,Downey,CA,90241,562-940-6200,www.das.k12.ca.us
139311,Drexel University,3141 Chestnut St,Philadelphia,PA,19104,215-895-2000,www.drexel.edu
161068,East San Gabriel Valley Regional Occupational Program,1501 W Del Norte St.,West Covina,CA,91790,626-472-5195,www.esgvrop.org
143297,East Tennessee State University,807 University Pky,Johnson City,TN,37614-0000,423-439-1000,www.etsu.edu
167826,Eastern West Virginia Community and Technical College,1929 State Road 55,Moorefield,WV,26836-1155,304-434-8000-222,www.Eastern.wvnet.edu
160001,Eastland Fairfield Career and Technical Schools,4300 Amalgamated Pl,Groveport,OH,43125-9236,614-836-4541-354,
135522,Edison State Community College,1973 Edison Dr,Piqua,OH,45356-9239,937-778-8600,www.edisonOHIO.edu
231916,EduMed Partners,"907 Rivergate Parkway, Suite D2",Goodlettsville,TN,37072,,
170912,Edward Via Virginia College of Osteopathic Medicine,2265 Kraft Dr,Blacksburg,VA,24060,540-231-4000,WWW.VCOM.VT.EDU
179052,Electronic Data Processing College of Puerto Rico,P.O. Box 192303,Hato Rey,PR,00919,,
112941,Elgin Community College,1700 Spartan Drive,Elgin,IL,60123-7193,847-697-1000,www.elgin.edu
166106,Eli Whitney Technical High School,825 Hartford Turnpike,Hamden,CT,06517,,
207379,Employment Solutions - College for Technical Education,"1165 Centre Parkway, Suite 120",Lexington,KY,40517,859-272-5225,www.employmentsolutionsinc.org
106892,Epic Bible College and Graduate School,4330 Auburn Boulevard,Sacramento,CA,95841,916-348-4689,www.epic.edu
235246,Erie 1 BOCES,355 Harlem Road,West Seneca,NY,14224,,
235246,Erie 1 BOCES,355 Harlem Road,West Seneca,NY,14224,,
207069,EUCON International College,P.O Box 500087 CK,Saipan,MP,96950,670-234-3203,www.eucon.edu
210340,Eureka Institute of Health and Beauty,11373 West Flagler Street,Miami,FL,33174,305-480-1005,
207917,Evangelia University,"2660 W. Woodland Dr., Suite 200",Anaheim,CA,92801,714-527-0691,www.evangelia.edu
158282,Everglades University,"5002 T-Rex Avenue, Suite 100",Boca Raton,FL,33431,561-912-1211,www.evergladescollege.edu
216597,Excel Learning Center,1605 George Dieter Bldg. 100,El Paso,TX,79936,,
229221,Excel Learning Center - San Antonio North,"3201 Cherry Ridge Drive, Suite B200",San Antonio,TX,78238,,
128115,Fairleigh Dickinson University,1000 River Road,Teaneck,NJ,07666,201-692-2000,www.fdu.edu
128115,Fairleigh Dickinson University,1000 River Road,Teaneck,NJ,07666,201-692-2000,www.fdu.edu
171146,Faith Evangelical College and Seminary,3504 North Pearl Street,Tacoma,WA,98407-0186,253-752-2020,www.faithseminary.edu
171155,Family of Faith College,30 Kinville,Shawnee,OK,74804,405-273-5331,www.familyoffaithcollege.com
103981,Fashion Institute of Design and Merchandising,919 South Grand Avenue,Los Angeles,CA,90015-1421,213-624-1200,WWW.FIDM.EDU
103981,Fashion Institute of Design and Merchandising,919 South Grand Avenue,Los Angeles,CA,90015-1421,213-624-1200,WWW.FIDM.EDU
103981,Fashion Institute of Design and Merchandising,919 South Grand Avenue,Los Angeles,CA,90015-1421,213-624-1200,WWW.FIDM.EDU
103981,Fashion Institute of Design and Merchandising,919 South Grand Avenue,Los Angeles,CA,90015-1421,213-624-1200,WWW.FIDM.EDU
195252,Federal Correctional Institution - Tallahassee,501 Capital Circle NE,Tallahassee,FL,32301,,
231925,First Response Medical Training,"2904 Trimmier Road, Suite 2",Killeen,TX,76542,,
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
185819,"Five Branches University:  Graduate School of Traditional Chinese Medicine - San Jose, CA","3031 Tisch Way, Suite 605",San Jose,CA,95128,408-260-0208,www.fivebranches.edu
126553,Flathead Valley Community College,777 Grandview Dr,Kalispell,MT,59901,406-756-3822,www.fvcc.edu
109457,Florida Career College - Miami,"1321 S.W. 107 Avenue, Suite 201B",Miami,FL,33174,305-553-6065,www.careercollege.edu
109165,Florida Christian College,1011 Bill Beck Blvd,Kissimmee,FL,34744,407-847-8966-0,www.fcc.edu
165918,Florida Gulf Coast University,10501 FGCU Blvd South,Fort Myers,FL,33965-6565,239-590-1000,www.fgcu.edu
228918,Florida Institute of Traditional Chinese Medicine,5335 66th Street,North St. Petersburg,FL,33709,,
229568,Focus Personal Training Institute,"115 West 27th Street, 11th Floor",New York,NY,10001,,
125374,Four Rivers Career Center,1978 Image Drive,Washington,MO,63090-4235,636-239-7777,washington.k12.mo.us
112996,Fox College Inc,4201 W 93rd St,Oak Lawn,IL,60453,708-636-7700,www.foxcollege.edu
152044,Francis Tuttle Technology Center,12777 N Rockwell Ave,Oklahoma City,OK,73142-2789,405-717-4233,www.francistuttle.com
188988,Futura Career Institute,4512 West 12th Avenue,Hialeah,FL,33012,305-825-7660,www.futuracareerinstitute.net
213358,Future Generations Graduate School,HC 73 Box 100 North Mountain,Franklin,WV,26807,,www.future.org
117496,Galen College of Nursing,1031 Zorn Avenue Suite 400,Louisville,KY,40206,502-582-2305,nursingcareer.com
229577,Garden State Science and Technology Institute,"591 Summit Avenue, Suite 705",Jersey City,NJ,07306,,
188997,GDS Institute,7916 Long Beach Boulevard,South Gate,CA,90280,323-585-5577,
138594,GEORGE FOX EVANGELICAL SEMINARY,12753 SW 68th Avenue,PORTLAND,OR,,,
108898,Georgetown University,37th and O St NW,Washington,DC,20057,202-687-0100,www.georgetown.edu
210696,Georgia Christian University,6789 Peachtree Industrial Blvd.,Atlanta,GA,30360,770-220-7905,www.gcuniv.edu
211255,Georgia Gwinnett College,1000 University Center Lane,Lawrenceville,GA,30043,678-407-5000,www.ggc.edu
183141,Global University,1211 South Glenstone Avenue,Springfield,MO,65804,,www.globaluniversity.edu
104221,Golden Gate Baptist Theological Seminary,201 Seminary Drive,Mill Valley,CA,94941-3197,415-380-1300,www.ggbts.edu
219259,Good Careers Academy,12332 IH-10 West,San Antonio,TX,78230,,
114752,Grace College and Seminary,200 Seminary Dr.,Winona Lake,IN,46590,574-372-5100-0,www.grace.edu
214713,Grace College of Divinity,5117 Cliffdale Road,Fayetteville,NC,28314,910-221-2224,www.gcdivinity.org
210702,Grace Mission University,1645 W. Valencia Dr.,Fullerton,CA,92833,714-525-0088,www.gm.edu
210702,Grace Mission University,1645 W. Valencia Dr.,Fullerton,CA,92833,714-525-0088,www.gm.edu
230995,Grace School of Theology,3705 College Park Drive,The Woodlands,TX,77384,713-897-8020,www.gsot.org
210386,Graduate School USA,"600 Maryland Avenue, S.W.",Washington,DC,20250,202-314-3686,www.graduateschool.edu
125143,Grand River Technical School,1200 Fair St,Chillicothe,MO,64601,660-646-3414,www.grts.org
186496,Grant Career Center,718 West Main Street,Bethel,OH,45106,,
216560,Great Lakes Truck Driving School,27740 Royalton Road,Columbia Station,OH,44028,866-932-3436,www.greatlakestds.com
187888,Greater Lowell Technical High School,250 Pawtucket Boulevard,Tyngsboro,MA,01879,,
159717,Greater Southern Tier BOCES,459 Philo Road,Elmira,NY,14903-1089,607-739-3581,www.sctboces.org
213914,Gurnick Academy of Medical Arts - San Mateo,"2121 South El Camino Real, Building C200",San Mateo,CA,94403,,
163356,Gutenberg College,1883 University Street,Eugene,OR,97403,541-683-5141,www.gutenberg.edu
183877,Han University of Traditional Medicine,2856 E. Fort Lowell Road,Tucson,AZ,85716,520-322-6330,www.asianinstitute.edu
183877,Han University of Traditional Medicine,2856 E. Fort Lowell Road,Tucson,AZ,85716,520-322-6330,www.asianinstitute.edu
183877,Han University of Traditional Medicine,2856 E. Fort Lowell Road,Tucson,AZ,85716,520-322-6330,www.asianinstitute.edu
216472,Hands-On Medical Massage School,101 East Redlands Blvd.,Redlands,CA,92373,,
145035,Hardin-Simmons University,2200 Hickory,Abilene,TX,79698,325-670-1000,www.hsutx.edu
101949,Harding University,915 E. Market Ave.,Searcy,AR,72149,501-279-4000,www.harding.edu
101949,Harding University,915 E. Market Ave.,Searcy,AR,72149,501-279-4000,www.harding.edu
101949,Harding University,915 E. Market Ave.,Searcy,AR,72149,501-279-4000,www.harding.edu
113096,Harrington College of Design,200 W. Madison,Chicago,IL,60606,312-939-4975,WWW.INTERIORDESIGN.EDU
214485,Harrisburg University of Science and Technology,326 Market Street,Harrisburg,PA,17101,717-901-5152,www.HarrisburgU.edu
151795,Hawai'i Theological Seminary,1881 California Ave,Wahiawa,HI,96786,808-595-4247,icgshawaii.org
173799,Hawaii College of Oriental Medicine,"180 Kinoole Street, Suite 301",Hilo,HI,96720,808-885-9226,www.tcmch.edu
115995,Hawkeye Community College,"1501 East Orange Road, P.O. Box 8015",Waterloo,IA,50704,319-296-2320,www.hawkeyecollege.edu
207962,Hazelden Graduate School of Addiction Studies,PO Box 11,Center City,MN,55012-0011,,www.hazelden.org
223083,Healthcare Preparatory Institute,"5831 West Craig Road, Suites 102-103",Las Vegas,NV,89130,,
223092,Healthcare Training Institute - Kenner,322 Williams Blvd.,Kenner,LA,70062,,
133553,Heritage Bible College,1747 Bud Hawkins Road,Dunn,NC,28334,910-892-3178,www.heritagebiblecollege.edu
190327,Herndon Career Center,11501 East Highway 350,Raytown,MO,64138,,
